Index,Start Time (s),End Time (s),Device,Input Type
348,18.9539868832,18.9559953213,tpu,image
349,18.9559953213,18.9600133896,tpu,image
350,18.9600133896,18.9620213509,tpu,image
351,18.9640300274,18.9660377502,tpu,image
352,18.9677908421,18.9697992802,tpu,image
353,18.9697992802,18.971807003,tpu,image
354,18.971807003,18.971807003,tpu,image
355,18.971807003,18.971807003,tpu,image
356,18.971807003,18.9836359024,tpu,image
357,18.9836359024,18.9856493473,tpu,image
358,18.9856493473,18.9876608849,tpu,image
359,18.9876608849,18.9876608849,tpu,image
360,18.9876608849,18.9876608849,tpu,image
361,18.9876608849,18.9993081093,tpu,image
362,18.9993081093,18.9993081093,tpu,image
363,18.9993081093,18.9993081093,tpu,image
364,18.9993081093,18.9993081093,tpu,image
365,18.9993081093,18.9993081093,tpu,image
366,18.9993081093,19.0151827335,tpu,image
367,19.0151827335,19.0151827335,tpu,image
368,19.0151827335,19.0151827335,tpu,image
369,19.0151827335,19.0151827335,tpu,image
370,19.0151827335,19.0151827335,tpu,image
371,19.0151827335,19.0329372883,tpu,image
372,19.0329372883,19.0349478722,tpu,image
373,19.0369577408,19.0389654636,tpu,image
374,19.0409779549,19.042986393,tpu,image
375,19.042986393,19.0467476845,tpu,image
376,19.0474967957,19.0480122566,tpu,image
377,19.0480122566,19.0480122566,tpu,image
378,19.0480122566,19.0480122566,tpu,image
379,19.0480122566,19.0480122566,tpu,image
380,19.0480122566,19.063529253,tpu,image
381,19.063529253,19.063529253,tpu,image
382,23.6312873363,23.6312873363,tpu,image
383,23.6446082592,23.6470758915,tpu,image
384,23.6470758915,23.6470758915,tpu,image
385,23.6470758915,23.6470758915,tpu,image
386,23.6470758915,23.6470758915,tpu,image
387,23.6470758915,23.6470758915,tpu,image
388,23.6470758915,23.6642506123,tpu,image
389,23.6642506123,23.6675767899,tpu,image
390,23.6675767899,23.6675767899,tpu,image
391,23.6675767899,23.6675767899,tpu,image
392,23.6675767899,23.6675767899,tpu,image
393,23.6788492203,23.6788492203,tpu,image
394,23.6788492203,23.6788492203,tpu,image
395,23.6788492203,23.6788492203,tpu,image
396,23.6788492203,23.6788492203,tpu,image
397,23.6788492203,23.6947996616,tpu,image
398,23.6959953308,23.6959953308,tpu,image
399,23.6959953308,23.6959953308,tpu,image
400,23.6959953308,23.6959953308,tpu,image
401,23.6959953308,23.6959953308,tpu,image
402,23.6959953308,23.7126784325,tpu,image
403,23.7126784325,23.7126784325,tpu,image
404,23.7126784325,23.7126784325,tpu,image
405,23.7126784325,23.7126784325,tpu,image
406,23.7126784325,23.7126784325,tpu,image
407,23.7264022827,23.7284135818,tpu,image
408,23.7284135818,23.7284135818,tpu,image
409,23.7284135818,23.7284135818,tpu,image
410,23.7284135818,23.7284135818,tpu,image
411,23.742208004,23.742208004,tpu,image
412,23.742208004,23.742208004,tpu,image
413,23.742208004,23.742208004,tpu,image
414,23.742208004,23.742208004,tpu,image
415,23.742208004,23.759500742,tpu,image
416,23.759500742,23.759500742,tpu,image
417,23.759500742,23.759500742,tpu,image
418,23.759500742,23.759500742,tpu,image
419,23.759500742,23.7739233971,tpu,image
420,23.7739233971,23.777503252,tpu,image
421,23.777503252,23.777503252,tpu,image
422,23.777503252,23.777503252,tpu,image
423,23.777503252,23.777503252,tpu,image
424,23.777503252,23.7896990776,tpu,image
425,23.7896990776,23.7896990776,tpu,image
426,23.7896990776,23.7896990776,tpu,image
427,23.7896990776,23.7896990776,tpu,image
428,23.7896990776,23.8054203987,tpu,image
429,23.8054203987,23.8090033531,tpu,image
430,23.8090033531,23.8090033531,tpu,image
431,23.8090033531,23.8090033531,tpu,image
432,23.8090033531,23.8090033531,tpu,image
433,23.8090033531,23.8211569786,tpu,image
